,name,length,Left extract,long/short name,CONCATENATE,Upper case name,Lower case,Proper function,avg_rating,corrected rating,New corrected reationg,review in K,reviews_count,and,or,company_type,,Head_Quarters,,Company_Age,COMPANY DETAIL,No_of_Employee
3023,Shantha Biotechnic...,21,Sha,longname,Shantha Biotechnic... Is great,SHANTHA BIOTECHNIC...,shantha biotechnic...,Shantha Biotechnic...,4.5,4.5,4.5,134 Reviews),0,0,TRUE,Private,0,"Hyderabad/Secunderabad,Telangana + 3 more",FALSE,29,Establish,11-50 employees India)
3024,Puzzolana Machiner...,21,Puz,longname,Puzzolana Machiner... Is great,PUZZOLANA MACHINER...,puzzolana machiner...,Puzzolana Machiner...,3.6,3.6,3.6,134 Reviews),0,0,FALSE,Private,0,"Hyderabad/Secunderabad,Telangana + 5 more",FALSE,58,Establish,501-1k employees Global)
3025,Ashok Iron Works,16,Ash,longname,Ashok Iron Works Is great,ASHOK IRON WORKS,ashok iron works,Ashok Iron Works,3.3,3.3,3.3,134 Reviews),0,0,FALSE,Private,0,"Belagavi/Belgaum,Karnataka + 2 more",FALSE,48,Establish,201-500 employees Global)
3026,Sentiss Pharma,14,Sen,longname,Sentiss Pharma Is great,SENTISS PHARMA,sentiss pharma,Sentiss Pharma,3.8,3.8,3.8,134 Reviews),0,0,FALSE,Private,0,"Gurgaon/Gurugram,Haryana + 8 more",FALSE,32,Establish,201-500 employees India)
3027,Apollo Medskills,16,Apo,longname,Apollo Medskills Is great,APOLLO MEDSKILLS,apollo medskills,Apollo Medskills,4.2,4.2,4.2,134 Reviews),0,0,TRUE,"Hyderabad/Secunderabad,Telangana + 23 more",0,10,FALSE,1k-5k employees Global),Establish,
3028,AL YAMAMA COMPANY,17,AL ,longname,AL YAMAMA COMPANY Is great,AL YAMAMA COMPANY,al yamama company,Al Yamama Company,3.9,3.9,3.9,134 Reviews),0,0,FALSE,Dammam + 12 more,0,70,FALSE,10k-50k employees Global),Establish,
3029,Dixit Infotech Ser...,21,Dix,longname,Dixit Infotech Ser... Is great,DIXIT INFOTECH SER...,dixit infotech ser...,Dixit Infotech Ser...,4,4,4,134 Reviews),0,0,FALSE,Private,0,"Mumbai,Maharashtra + 18 more",TRUE,43,Establish,501-1k employees India)
3030,Pitti Laminations,17,Pit,longname,Pitti Laminations Is great,PITTI LAMINATIONS,pitti laminations,Pitti Laminations,3.8,3.8,3.8,134 Reviews),0,0,FALSE,"Hyderabad/Secunderabad,Telangana + 1 more",0,39,FALSE,1k-5k employees Global),Establish,
3031,Sterling Talent So...,21,Ste,longname,Sterling Talent So... Is great,STERLING TALENT SO...,sterling talent so...,Sterling Talent So...,3.6,3.6,3.6,134 Reviews),0,0,FALSE,Private,0,New York + 1 more,FALSE,47,Establish,1k-5k employees Global)
3032,Carzonrent,10,Car,short name,Carzonrent Is great,CARZONRENT,carzonrent,Carzonrent,3.8,3.8,3.8,134 Reviews),0,0,FALSE,Private,0,Delhi + 14 more,FALSE,22,Establish,51-200 employees India)
3033,Garware Technical ...,21,Gar,longname,Garware Technical ... Is great,GARWARE TECHNICAL ...,garware technical ...,Garware Technical ...,4,4,4,134 Reviews),0,0,FALSE,Private,0,Pune + 17 more,FALSE,46,Establish,201-500 employees India)
3034,L&T–MHI Power Boil...,23,L&T,longname,L&T–MHI Power Boil... Is great,L&T�MHI POWER BOIL...,l&t–mhi power boil...,L&T–Mhi Power Boil...,4,4,4,134 Reviews),0,0,FALSE,Private,0,"Faridabad,Haryana + 10 more",FALSE,16,Establish,501-1k employees Global)
3035,Kamineni Hospitals,18,Kam,longname,Kamineni Hospitals Is great,KAMINENI HOSPITALS,kamineni hospitals,Kamineni Hospitals,3.8,3.8,3.8,134 Reviews),0,0,FALSE,Private,0,"Hyderabad/Secunderabad,Telangana + 3 more",FALSE,27,Establish,1k-5k employees Global)
3036,Tata Housing Devel...,21,Tat,longname,Tata Housing Devel... Is great,TATA HOUSING DEVEL...,tata housing devel...,Tata Housing Devel...,3.9,3.9,3.9,133 Reviews),0,0,FALSE,Public,0,"Mumbai,Maharashtra + 14 more",TRUE,38,Establish,501-1k employees Global)
3037,VIT University,14,VIT,longname,VIT University Is great,VIT UNIVERSITY,vit university,Vit University,4.2,4.2,4.2,133 Reviews),0,0,TRUE,Private,0,"Vellore,Tamil Nadu + 5 more",FALSE,38,Establish,1k-5k employees Global)
3038,Inventia Healthcar...,21,Inv,longname,Inventia Healthcar... Is great,INVENTIA HEALTHCAR...,inventia healthcar...,Inventia Healthcar...,3.9,3.9,3.9,133 Reviews),0,0,FALSE,Private,0,"Mumbai,Maharashtra + 5 more",TRUE,37,Establish,501-1k employees Global)
3039,Ador Welding,12,Ado,longname,Ador Welding Is great,ADOR WELDING,ador welding,Ador Welding,3.8,3.8,3.8,133 Reviews),0,0,FALSE,Public,0,"Mumbai,Maharashtra + 18 more",TRUE,71,Establish,501-1k employees Global)
3040,Lipi Data Systems,17,Lip,longname,Lipi Data Systems Is great,LIPI DATA SYSTEMS,lipi data systems,Lipi Data Systems,4,4,4,133 Reviews),0,0,FALSE,Private,0,"Ahmedabad,Gujarat + 26 more",FALSE,29,Establish,1k-5k employees Global)
3041,Lokesh Machines,15,Lok,longname,Lokesh Machines Is great,LOKESH MACHINES,lokesh machines,Lokesh Machines,3.6,3.6,3.6,133 Reviews),0,0,FALSE,Public,0,"Hyderabad/Secunderabad,Telangana + 5 more",FALSE,39,Establish,1k-5k employees Global)
3042,Mas Callnet,11,Mas,longname,Mas Callnet Is great,MAS CALLNET,mas callnet,Mas Callnet,3.9,3.9,3.9,133 Reviews),0,0,FALSE,Private,0,"Noida,Uttar Pradesh + 10 more",FALSE,32,Establish,1k-5k employees Global)
3043,Tega Industries,15,Teg,longname,Tega Industries Is great,TEGA INDUSTRIES,tega industries,Tega Industries,3.7,3.7,3.7,133 Reviews),0,0,FALSE,Public,0,"Kolkata,West Bengal + 12 more",FALSE,46,Establish,1k-5k employees Global)
3044,Manhattan Associat...,21,Man,longname,Manhattan Associat... Is great,MANHATTAN ASSOCIAT...,manhattan associat...,Manhattan Associat...,4,4,4,133 Reviews),0,0,FALSE,Private,0,"Bangalore/Bengaluru,Karnataka + 1 more",TRUE,20,Establish,1k-5k employees India)
3045,Mitra SK,8,Mit,short name,Mitra SK Is great,MITRA SK,mitra sk,Mitra Sk,4,4,4,133 Reviews),0,0,FALSE,Private,0,"Kolkata,West Bengal + 18 more",FALSE,84,Establish,501-1k employees Global)
3046,Worldline Global S...,21,Wor,longname,Worldline Global S... Is great,WORLDLINE GLOBAL S...,worldline global s...,Worldline Global S...,3.9,3.9,3.9,133 Reviews),0,0,FALSE,Private,0,Paris + 17 more,FALSE,52,Establish,10k-50k employees Global)
3047,KOREA PLANT SERVIC...,21,KOR,longname,KOREA PLANT SERVIC... Is great,KOREA PLANT SERVIC...,korea plant servic...,Korea Plant Servic...,3.8,3.8,3.8,133 Reviews),0,0,FALSE,Private,0,Naju-Si + 10 more,FALSE,38,Establish,5k-10k employees Global)
3048,Sany Heavy Industr...,21,San,longname,Sany Heavy Industr... Is great,SANY HEAVY INDUSTR...,sany heavy industr...,Sany Heavy Industr...,4,4,4,133 Reviews),0,0,FALSE,Private,0,"Beijing,Beijing + 27 more",FALSE,33,Establish,501-1k employees India)
3049,Centre For Sight,16,Cen,longname,Centre For Sight Is great,CENTRE FOR SIGHT,centre for sight,Centre For Sight,4.1,4.1,4.1,133 Reviews),0,0,TRUE,Private,0,Delhi + 18 more,FALSE,26,Establish,501-1k employees India)
3050,QX,2,QX,short name,QX Is great,QX,qx,Qx,3.7,3.7,3.7,133 Reviews),0,0,FALSE,Private,0,"Skipton,North Yorkshire + 3 more",FALSE,19,Establish,1k-5k employees Global)
3051,Bengal Beverages,16,Ben,longname,Bengal Beverages Is great,BENGAL BEVERAGES,bengal beverages,Bengal Beverages,2.9,2.9,2.9,133 Reviews),0,0,FALSE,Private,0,Dankuni + 4 more,FALSE,27,Establish,501-1k employees Global)
3052,Planetcast Media S...,21,Pla,longname,Planetcast Media S... Is great,PLANETCAST MEDIA S...,planetcast media s...,Planetcast Media S...,3.9,3.9,3.9,133 Reviews),0,0,FALSE,Public,0,Noida + 9 more,FALSE,26,Establish,1k-5k employees Global)
3053,Impresario Enterta...,21,Imp,longname,Impresario Enterta... Is great,IMPRESARIO ENTERTA...,impresario enterta...,Impresario Enterta...,4.1,4.1,4.1,133 Reviews),0,0,TRUE,Private,0,Mumbai + 11 more,TRUE,21,Establish,1k-5k employees India)
3054,Entrata India,13,Ent,longname,Entrata India Is great,ENTRATA INDIA,entrata india,Entrata India,4,4,4,133 Reviews),0,0,FALSE,Private,0,"Pune,Maharashtra",FALSE,15,Establish,501-1k employees India)
3055,Raj Petro Speciali...,21,Raj,longname,Raj Petro Speciali... Is great,RAJ PETRO SPECIALI...,raj petro speciali...,Raj Petro Speciali...,3.9,3.9,3.9,133 Reviews),0,0,FALSE,Private,0,"Mumbai,Maharashtra + 19 more",TRUE,80,Establish,501-1k employees Global)
3056,Jaypee Hotels,13,Jay,longname,Jaypee Hotels Is great,JAYPEE HOTELS,jaypee hotels,Jaypee Hotels,4,4,4,133 Reviews),0,0,FALSE,Public,0,"Delhi/NCR,Delhi + 11 more",FALSE,42,Establish,501-1k employees India)
3057,Flyjac Logistics,16,Fly,longname,Flyjac Logistics Is great,FLYJAC LOGISTICS,flyjac logistics,Flyjac Logistics,4.1,4.1,4.1,133 Reviews),0,0,TRUE,Private,0,"Chennai,Tamil Nadu + 27 more",FALSE,32,Establish,1k-5k employees Global)
3058,Cure foods,10,Cur,short name,Cure foods Is great,CURE FOODS,cure foods,Cure Foods,4.2,4.2,4.2,133 Reviews),0,0,TRUE,"Bangalore/Bengaluru,Karnataka + 13 more",0,6,FALSE,1-10 employees India),Establish,
3059,RV Solutions,12,RV ,longname,RV Solutions Is great,RV SOLUTIONS,rv solutions,Rv Solutions,3.9,3.9,3.9,133 Reviews),0,0,FALSE,Private,0,"Noida,Uttar Pradesh + 21 more",FALSE,14,Establish,201-500 employees India)
3060,Worldline Global S...,21,Wor,longname,Worldline Global S... Is great,WORLDLINE GLOBAL S...,worldline global s...,Worldline Global S...,3.9,3.9,3.9,133 Reviews),0,0,FALSE,Private,0,Paris + 17 more,FALSE,52,Establish,10k-50k employees Global)
3061,Capco Technologies,18,Cap,longname,Capco Technologies Is great,CAPCO TECHNOLOGIES,capco technologies,Capco Technologies,3.7,3.7,3.7,133 Reviews),0,0,FALSE,London + 7 more,0,24,FALSE,1k-5k employees Global),Establish,
3062,Landis+Gyr,10,Lan,short name,Landis+Gyr Is great,LANDIS+GYR,landis+gyr,Landis+Gyr,3.4,3.4,3.4,133 Reviews),0,0,FALSE,Public,0,"Zug,Swiss Canton Of Geneva + 6 more",FALSE,126,Establish,1k-5k employees Global)
3063,Adhunik Metaliks,16,Adh,longname,Adhunik Metaliks Is great,ADHUNIK METALIKS,adhunik metaliks,Adhunik Metaliks,3.7,3.7,3.7,236 Reviews),0,0,FALSE,Public,0,"Kolkata,West Bengal + 9 more",FALSE,21,Establish,1k-5k employees Global)
3064,IFB Automotive,14,IFB,longname,IFB Automotive Is great,IFB AUTOMOTIVE,ifb automotive,Ifb Automotive,4,4,4,132 Reviews),0,0,FALSE,Private,0,Bangalore + 9 more,TRUE,48,Establish,501-1k employees Global)
3065,KRBL,4,KRB,short name,KRBL Is great,KRBL,krbl,Krbl,4,4,4,132 Reviews),0,0,FALSE,Public,0,"Noida,Uttar Pradesh + 15 more",FALSE,133,Establish,1k-5k employees Global)
3066,ISMT,4,ISM,short name,ISMT Is great,ISMT,ismt,Ismt,4,4,4,132 Reviews),0,0,FALSE,Public,0,"Pune,Maharashtra + 2 more",FALSE,45,Establish,501-1k employees India)
3067,Flexituff Internat...,21,Fle,longname,Flexituff Internat... Is great,FLEXITUFF INTERNAT...,flexituff internat...,Flexituff Internat...,4.1,4.1,4.1,132 Reviews),0,0,TRUE,Public,0,"Pithampur,Madhya Pradesh + 9 more",FALSE,56,Establish,51-200 employees India)
3068,Data-Core Systems,17,Dat,longname,Data-Core Systems Is great,DATA-CORE SYSTEMS,data-core systems,Data-Core Systems,3.7,3.7,3.7,132 Reviews),0,0,FALSE,Private,0,"Philadelphia,PA + 6 more",FALSE,34,Establish,1k-5k employees Global)
3069,Mahendra NextWealt...,21,Mah,longname,Mahendra NextWealt... Is great,MAHENDRA NEXTWEALT...,mahendra nextwealt...,Mahendra Nextwealt...,3.8,3.8,3.8,132 Reviews),0,0,FALSE,Salem + 6 more,0,13,FALSE,501-1k employees Global),Establish,
3070,Baramati Agro,13,Bar,longname,Baramati Agro Is great,BARAMATI AGRO,baramati agro,Baramati Agro,3.7,3.7,3.7,132 Reviews),0,0,FALSE,"Pune,Maharashtra + 16 more",0,34,FALSE,1k-5k employees Global),Establish,
3071,Studds Accessories,18,Stu,longname,Studds Accessories Is great,STUDDS ACCESSORIES,studds accessories,Studds Accessories,3.2,3.2,3.2,132 Reviews),0,0,FALSE,Private,0,"Faridabad,Haryana + 5 more",FALSE,39,Establish,1k-5k employees India)
3072,Brinton Pharmaceut...,21,Bri,longname,Brinton Pharmaceut... Is great,BRINTON PHARMACEUT...,brinton pharmaceut...,Brinton Pharmaceut...,3.8,3.8,3.8,132 Reviews),0,0,FALSE,Pune + 20 more,0,8,FALSE,201-500 employees Global),Establish,
3073,Thought Focus,13,Tho,longname,Thought Focus Is great,THOUGHT FOCUS,thought focus,Thought Focus,3.9,3.9,3.9,132 Reviews),0,0,FALSE,"Milwaukee,Wisconsin + 3 more",0,18,FALSE,501-1k employees India),Establish,
3074,Fossil Group,12,Fos,longname,Fossil Group Is great,FOSSIL GROUP,fossil group,Fossil Group,4.1,4.1,4.1,132 Reviews),0,0,TRUE,Private,0,"Richardson,Texas + 17 more",FALSE,38,Establish,10k-50k employees Global)
3075,BEO Software,12,BEO,longname,BEO Software Is great,BEO SOFTWARE,beo software,Beo Software,4.8,4.8,4.8,132 Reviews),0,0,TRUE,"Kochi/Cochin,Kerala + 1 more",0,19,FALSE,51-200 employees India),Establish,
3076,Billabong High Int...,21,Bil,longname,Billabong High Int... Is great,BILLABONG HIGH INT...,billabong high int...,Billabong High Int...,4,4,4,132 Reviews),0,0,FALSE,"Noida,Uttar Pradesh + 16 more",0,13,FALSE,51-200 employees India),Establish,
3077,American Tower Cor...,21,Ame,longname,American Tower Cor... Is great,AMERICAN TOWER COR...,american tower cor...,American Tower Cor...,4,4,4,132 Reviews),0,0,FALSE,Private,0,"Boston,MA + 26 more",FALSE,27,Establish,1k-5k employees Global)
3078,HDFC Mutual Fund,16,HDF,longname,HDFC Mutual Fund Is great,HDFC MUTUAL FUND,hdfc mutual fund,Hdfc Mutual Fund,3.9,3.9,3.9,132 Reviews),0,0,FALSE,"Mumbai,Maharashtra + 50 more",0,23,FALSE,1k-5k employees India),Establish,
3079,Charak Pharma,13,Cha,longname,Charak Pharma Is great,CHARAK PHARMA,charak pharma,Charak Pharma,3.7,3.7,3.7,132 Reviews),0,0,FALSE,"Mumbai,Maharashtra + 24 more",0,75,FALSE,1k-5k employees Global),Establish,
3080,T R Chadha & Co Ll...,21,T R,longname,T R Chadha & Co Ll... Is great,T R CHADHA & CO LL...,t r chadha & co ll...,T R Chadha & Co Ll...,3.5,3.5,3.5,132 Reviews),0,0,FALSE,"Delhi/NCR,Delhi + 11 more",0,76,FALSE,501-1k employees Global),Establish,
3081,Digit Insurance,15,Dig,longname,Digit Insurance Is great,DIGIT INSURANCE,digit insurance,Digit Insurance,3.7,3.7,3.7,132 Reviews),0,0,FALSE,Bangalore + 24 more,0,6,FALSE,1k-5k employees India),Establish,
3082,ManipalCigna Healt...,21,Man,longname,ManipalCigna Healt... Is great,MANIPALCIGNA HEALT...,manipalcigna healt...,Manipalcigna Healt...,3.7,3.7,3.7,132 Reviews),0,0,FALSE,"Mumbai,Maharashtra + 44 more",0,10,FALSE,1k-5k employees India),Establish,
3083,Balajee Group,13,Bal,longname,Balajee Group Is great,BALAJEE GROUP,balajee group,Balajee Group,3.6,3.6,3.6,132 Reviews),0,0,FALSE,"Mumbai,Maharashtra + 21 more",0,19,FALSE,1k-5k employees Global),Establish,
3084,Better.com,10,Bet,short name,Better.com Is great,BETTER.COM,better.com,Better.Com,3.2,3.3,3.7,132 Reviews),0,0,TRUE,Gurgaon/Gurugram + 1 more,0,201-500 employees India),FALSE,,Startup,
3085,Honour Lab,10,Hon,short name,Honour Lab Is great,HONOUR LAB,honour lab,Honour Lab,3.7,3.7,4.2,132 Reviews),0,0,FALSE,Private,0,"Hyderabad/Secunderabad,Telangana + 6 more",FALSE,10,Startup,501-1k employees Global)
3086,APL Apollo Tubes,16,APL,longname,APL Apollo Tubes Is great,APL APOLLO TUBES,apl apollo tubes,Apl Apollo Tubes,3.7,3.7,3.7,132 Reviews),0,0,FALSE,Public,0,"Delhi/NCR,New Delhi + 20 more",FALSE,36,Establish,1k-5k employees Global)
3087,Rajiv Gandhi Cance...,21,Raj,longname,Rajiv Gandhi Cance... Is great,RAJIV GANDHI CANCE...,rajiv gandhi cance...,Rajiv Gandhi Cance...,4.2,4.2,4.2,132 Reviews),0,0,TRUE,"Delhi/NCR,Delhi + 2 more",0,26,FALSE,1k-5k employees Global),Establish,
3088,Regalix,7,Reg,short name,Regalix Is great,REGALIX,regalix,Regalix,3.3,3.3,3.3,132 Reviews),0,0,FALSE,Private,0,"Palo Alto,California + 2 more",FALSE,17,Establish,501-1k employees Global)
3089,LanceSoft,9,Lan,short name,LanceSoft Is great,LANCESOFT,lancesoft,Lancesoft,3.7,3.7,3.7,131 Reviews),0,0,FALSE,Private,0,Herndon + 9 more,FALSE,22,Establish,201-500 employees India)
3090,Holcim,6,Hol,short name,Holcim Is great,HOLCIM,holcim,Holcim,3.5,3.5,3.5,131 Reviews),0,0,FALSE,Private,0,Navi Mumbai + 22 more,FALSE,110,Establish,5k-10k employees Global)
3091,Super Auto Forge,16,Sup,longname,Super Auto Forge Is great,SUPER AUTO FORGE,super auto forge,Super Auto Forge,3.7,3.7,3.7,131 Reviews),0,0,FALSE,Private,0,"Chennai,Tamil Nadu + 4 more",FALSE,47,Establish,201-500 employees India)
3092,Oriflame,8,Ori,short name,Oriflame Is great,ORIFLAME,oriflame,Oriflame,4.3,4.3,4.3,131 Reviews),0,0,TRUE,Private,0,"Stockholm,Schaffhausen + 19 more",FALSE,55,Establish,5k-10k employees Global)
3093,Mahindra Lifespace...,21,Mah,longname,Mahindra Lifespace... Is great,MAHINDRA LIFESPACE...,mahindra lifespace...,Mahindra Lifespace...,3.9,3.9,3.9,131 Reviews),0,0,FALSE,Public,0,"Mumbai,Maharashtra + 16 more",TRUE,28,Establish,201-500 employees India)
3094,TRL Krosaki Refrac...,21,TRL,longname,TRL Krosaki Refrac... Is great,TRL KROSAKI REFRAC...,trl krosaki refrac...,Trl Krosaki Refrac...,3.8,3.8,3.8,131 Reviews),0,0,FALSE,"Jharsuguda,Odisha + 14 more",0,64,FALSE,1k-5k employees India),Establish,
3095,Fluentgrid,10,Flu,short name,Fluentgrid Is great,FLUENTGRID,fluentgrid,Fluentgrid,3.9,3.9,3.9,131 Reviews),0,0,FALSE,Private,0,"Hyderabad/Secunderabad,Telangana + 19 more",FALSE,24,Establish,501-1k employees India)
3096,Vsun Mobile,11,Vsu,longname,Vsun Mobile Is great,VSUN MOBILE,vsun mobile,Vsun Mobile,4.1,4.1,4.1,131 Reviews),0,0,TRUE,Private,0,Dubai + 8 more,FALSE,11,Establish,51-200 employees India)
3097,Spacewood,9,Spa,short name,Spacewood Is great,SPACEWOOD,spacewood,Spacewood,3.7,3.7,3.7,131 Reviews),0,0,FALSE,Private,0,"Nagpur,Maharashtra + 15 more",FALSE,28,Establish,201-500 employees India)
3098,Thyssenkrupp Indus...,21,Thy,longname,Thyssenkrupp Indus... Is great,THYSSENKRUPP INDUS...,thyssenkrupp indus...,Thyssenkrupp Indus...,4.1,4.1,4.1,131 Reviews),0,0,TRUE,Essen + 11 more,0,163,FALSE,1k-5k employees India),Establish,
3099,Vipul Motors,12,Vip,longname,Vipul Motors Is great,VIPUL MOTORS,vipul motors,Vipul Motors,3.8,3.8,3.8,131 Reviews),0,0,FALSE,Private,0,"Faridabad,Haryana + 8 more",FALSE,35,Establish,201-500 employees Global)
3100,TAJSATS AIR CATERI...,21,TAJ,longname,TAJSATS AIR CATERI... Is great,TAJSATS AIR CATERI...,tajsats air cateri...,Tajsats Air Cateri...,4,4,4,131 Reviews),0,0,FALSE,"Mumbai,Maharashtra + 9 more",0,46,FALSE,51-200 employees India),Establish,
3101,Manpasand Beverage...,21,Man,longname,Manpasand Beverage... Is great,MANPASAND BEVERAGE...,manpasand beverage...,Manpasand Beverage...,3.2,3.2,3.2,131 Reviews),0,0,FALSE,Private,0,"Vadodara/Baroda,Gujarat + 29 more",FALSE,24,Establish,1k-5k employees Global)
3102,Wolters Kluwer,14,Wol,longname,Wolters Kluwer Is great,WOLTERS KLUWER,wolters kluwer,Wolters Kluwer,3.7,3.7,3.7,131 Reviews),0,0,FALSE,Alphen Aan Den Rijn + 10 more,0,16,FALSE,10k-50k employees Global),Establish,
3103,Ordnance Factory,16,Ord,longname,Ordnance Factory Is great,ORDNANCE FACTORY,ordnance factory,Ordnance Factory,4.2,4.2,4.2,131 Reviews),0,0,TRUE,Kolkata + 19 more,0,247,FALSE,50k-1 Lakh employees Global),Establish,
3104,Mobiloitte Technol...,21,Mob,longname,Mobiloitte Technol... Is great,MOBILOITTE TECHNOL...,mobiloitte technol...,Mobiloitte Technol...,2,2,2,131 Reviews),0,0,FALSE,Private,0,"Delhi/NCR,Delhi + 3 more",FALSE,18,Establish,501-1k employees Global)
3105,Desun Hospital & H...,21,Des,longname,Desun Hospital & H... Is great,DESUN HOSPITAL & H...,desun hospital & h...,Desun Hospital & H...,3.1,3.1,3.1,131 Reviews),0,0,FALSE,"Kolkata,West Bengal + 5 more",0,14,FALSE,1k-5k employees Global),Establish,
3106,Nayati Hospital,15,Nay,longname,Nayati Hospital Is great,NAYATI HOSPITAL,nayati hospital,Nayati Hospital,3.2,3.2,3.2,131 Reviews),0,0,FALSE,"Noida,Uttar Pradesh + 8 more",0,10,FALSE,1k-5k employees Global),Establish,
3107,Al Hassan Engineer...,21,Al ,longname,Al Hassan Engineer... Is great,AL HASSAN ENGINEER...,al hassan engineer...,Al Hassan Engineer...,4.1,4.1,4.1,131 Reviews),0,0,TRUE,Private,0,Ruwi + 11 more,FALSE,22,Establish,1k-5k employees Global)
3108,Alcon,5,Alc,short name,Alcon Is great,ALCON,alcon,Alcon,4.2,4.2,4.2,131 Reviews),0,0,TRUE,Geneva + 23 more,0,77,FALSE,1k-5k employees India),Establish,
3109,University of Petr...,21,Uni,longname,University of Petr... Is great,UNIVERSITY OF PETR...,university of petr...,University Of Petr...,4.1,4.1,4.1,131 Reviews),0,0,TRUE,"Dehradun,Uttarakhand + 7 more",0,19,FALSE,501-1k employees India),Establish,
3110,Casagrand,9,Cas,short name,Casagrand Is great,CASAGRAND,casagrand,Casagrand,4,4,4,131 Reviews),0,0,FALSE,Private,0,"Chennai,Tamil Nadu + 7 more",FALSE,18,Establish,201-500 employees Global)
3111,Four Seasons Hotel,18,Fou,longname,Four Seasons Hotel Is great,FOUR SEASONS HOTEL,four seasons hotel,Four Seasons Hotel,4.1,4.1,4.1,131 Reviews),0,0,TRUE,Public,0,"Toronto,Ontario + 16 more",FALSE,25,Establish,501-1k employees India)
3112,Akamai Technologie...,21,Aka,longname,Akamai Technologie... Is great,AKAMAI TECHNOLOGIE...,akamai technologie...,Akamai Technologie...,4.6,4.6,4.6,131 Reviews),0,0,TRUE,Private,0,"Cambridge,Massachusetts + 2 more",FALSE,18,Establish,1k-5k employees India)
3113,Smc Insurance Brok...,21,Smc,longname,Smc Insurance Brok... Is great,SMC INSURANCE BROK...,smc insurance brok...,Smc Insurance Brok...,3.7,3.7,3.7,131 Reviews),0,0,FALSE,Private,0,"Delhi/NCR,Delhi + 30 more",FALSE,32,Establish,501-1k employees India)
3114,Chhatrapati Shivaj...,21,Chh,longname,Chhatrapati Shivaj... Is great,CHHATRAPATI SHIVAJ...,chhatrapati shivaj...,Chhatrapati Shivaj...,4.1,4.1,4.1,131 Reviews),0,0,TRUE,"Mumbai,Maharashtra + 4 more",0,16,FALSE,1k-5k employees Global),Establish,
